instant,dateday,season,year,month,hour,holiday,weekday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
14121,7/25/2011,3,0,7,1,0,1,1,2,0.76,0.7424,0.75,0.0896,4,8,12
14122,7/25/2011,3,0,7,2,0,1,1,2,0.74,0.7121,0.79,0.0896,3,3,6
14123,7/25/2011,3,0,7,4,0,1,1,1,0.72,0.7121,0.84,0.0896,0,6,6
14124,7/25/2011,3,0,7,5,0,1,1,1,0.72,0.7121,0.84,0.0896,2,22,24
14125,7/25/2011,3,0,7,6,0,1,1,2,0.72,0.7121,0.84,0.0896,7,100,107
14126,7/25/2011,3,0,7,18,0,1,1,1,0.74,0.7121,0.74,0.0896,60,473,533
14127,7/25/2011,3,0,7,19,0,1,1,1,0.74,0.697,0.7,0.0896,62,324,386
14128,7/25/2011,3,0,7,23,0,1,1,1,0.7,0.6667,0.84,0.0896,23,64,87
14129,7/26/2011,3,0,7,5,0,2,1,1,0.66,0.5909,0.89,0.0896,3,24,27
14130,7/27/2011,3,0,7,19,0,3,1,1,0.8,0.697,0.29,0.0896,87,288,375
14131,7/27/2011,3,0,7,23,0,3,1,1,0.74,0.6667,0.45,0.0896,16,93,109
14132,7/28/2011,3,0,7,6,0,4,1,1,0.7,0.6515,0.7,0.0896,6,110,116
14133,7/29/2011,3,0,7,7,0,5,1,2,0.74,0.7121,0.79,0.0896,26,228,254
14134,7/30/2011,3,0,7,1,0,6,0,1,0.76,0.697,0.55,0.0896,15,75,90
14135,7/30/2011,3,0,7,23,0,6,0,1,0.76,0.697,0.55,0.0896,63,114,177
14136,7/31/2011,3,0,7,0,0,0,0,1,0.76,0.697,0.55,0.0896,33,80,113
14137,7/31/2011,3,0,7,1,0,0,0,1,0.74,0.6818,0.62,0.0896,8,71,79
14138,7/31/2011,3,0,7,2,0,0,0,1,0.74,0.697,0.66,0.0896,19,48,67
14139,8/1/2011,3,0,8,6,0,1,1,1,0.66,0.6061,0.83,0.0896,3,97,100
14140,8/1/2011,3,0,8,22,0,1,1,1,0.7,0.6515,0.7,0.0896,21,116,137
14141,8/3/2011,3,0,8,3,0,3,1,2,0.76,0.697,0.55,0.0896,0,4,4
14142,8/3/2011,3,0,8,5,0,3,1,2,0.76,0.697,0.55,0.0896,2,22,24
14143,8/3/2011,3,0,8,10,0,3,1,3,0.74,0.6818,0.58,0.0896,9,59,68
14144,8/3/2011,3,0,8,23,0,3,1,2,0.68,0.6364,0.89,0.0896,4,52,56
14145,8/4/2011,3,0,8,0,0,4,1,2,0.68,0.6364,0.89,0.0896,2,15,17
14146,8/4/2011,3,0,8,1,0,4,1,2,0.66,0.5909,0.94,0.0896,3,14,17
14147,8/4/2011,3,0,8,2,0,4,1,2,0.66,0.5909,0.94,0.0896,2,5,7
14148,8/4/2011,3,0,8,3,0,4,1,3,0.66,0.5909,0.94,0.0896,0,3,3
14149,8/5/2011,3,0,8,1,0,5,1,1,0.64,0.5909,0.78,0.0896,3,16,19
14150,8/5/2011,3,0,8,3,0,5,1,1,0.64,0.5909,0.78,0.0896,0,6,6
14151,8/5/2011,3,0,8,5,0,5,1,1,0.64,0.5909,0.78,0.0896,0,16,16
14152,8/6/2011,3,0,8,5,0,6,0,1,0.64,0.5758,0.89,0.0896,2,4,6
14153,8/7/2011,3,0,8,18,0,0,0,1,0.72,0.697,0.74,0.0896,74,155,229
14154,8/8/2011,3,0,8,5,0,1,1,1,0.7,0.6667,0.79,0.0896,1,14,15
14155,8/8/2011,3,0,8,21,0,1,1,1,0.76,0.7121,0.58,0.0896,30,156,186
14156,8/9/2011,3,0,8,5,0,2,1,1,0.7,0.6515,0.65,0.0896,5,25,30
14157,8/10/2011,3,0,8,5,0,3,1,1,0.68,0.6364,0.61,0.0896,2,30,32
14158,8/10/2011,3,0,8,7,0,3,1,1,0.7,0.6515,0.58,0.0896,16,289,305
14159,8/10/2011,3,0,8,23,0,3,1,1,0.74,0.6515,0.37,0.0896,14,94,108
14160,8/11/2011,3,0,8,18,0,4,1,1,0.78,0.6818,0.29,0.0896,74,497,571
14161,8/11/2011,3,0,8,21,0,4,1,1,0.7,0.6515,0.48,0.0896,35,171,206
14162,8/12/2011,3,0,8,13,0,5,1,1,0.78,0.6818,0.29,0.0896,74,179,253
14163,8/13/2011,3,0,8,1,0,6,0,2,0.68,0.6364,0.57,0.0896,13,64,77
14164,8/13/2011,3,0,8,6,0,6,0,1,0.64,0.6061,0.73,0.0896,3,19,22
14165,8/15/2011,3,0,8,0,0,1,1,3,0.6,0.5455,0.88,0.0896,7,18,25
14166,8/15/2011,3,0,8,14,0,1,1,1,0.74,0.6818,0.55,0.0896,56,95,151
14167,8/17/2011,3,0,8,0,0,3,1,1,0.66,0.6212,0.69,0.0896,8,16,24
14168,8/17/2011,3,0,8,7,0,3,1,1,0.66,0.6212,0.65,0.0896,12,296,308
14169,8/17/2011,3,0,8,9,0,3,1,1,0.74,0.6667,0.48,0.0896,31,178,209
14170,8/17/2011,3,0,8,10,0,3,1,1,0.76,0.6818,0.43,0.0896,27,91,118
14171,8/19/2011,3,0,8,7,0,5,1,2,0.66,0.6061,0.83,0.0896,12,251,263
14172,8/19/2011,3,0,8,10,0,5,1,1,0.72,0.6818,0.62,0.0896,57,108,165
14173,8/19/2011,3,0,8,11,0,5,1,2,0.72,0.6818,0.66,0.0896,45,120,165
14174,8/19/2011,3,0,8,12,0,5,1,2,0.74,0.6818,0.62,0.0896,54,168,222
14175,8/19/2011,3,0,8,23,0,5,1,2,0.6,0.5455,0.88,0.0896,18,88,106
14176,8/22/2011,3,0,8,1,0,1,1,1,0.68,0.6364,0.79,0.0896,8,13,21
14177,8/23/2011,3,0,8,12,0,2,1,1,0.7,0.6364,0.39,0.0896,60,177,237
14178,8/23/2011,3,0,8,14,0,2,1,1,0.72,0.6515,0.3,0.0896,149,502,651
14179,8/24/2011,3,0,8,7,0,3,1,1,0.6,0.6061,0.64,0.0896,11,297,308
14180,8/25/2011,3,0,8,23,0,4,1,1,0.62,0.5758,0.83,0.0896,15,69,84
14181,8/26/2011,3,0,8,10,0,5,1,1,0.74,0.697,0.66,0.0896,34,89,123
14182,8/26/2011,3,0,8,20,0,5,1,1,0.72,0.697,0.79,0.0896,39,183,222
14183,8/26/2011,3,0,8,23,0,5,1,1,0.7,0.6667,0.84,0.0896,22,114,136
14184,8/29/2011,3,0,8,23,0,1,1,1,0.6,0.6061,0.6,0.0896,19,56,75
14185,8/30/2011,3,0,8,5,0,2,1,1,0.52,0.5,0.77,0.0896,1,27,28
14186,8/30/2011,3,0,8,19,0,2,1,1,0.66,0.6212,0.5,0.0896,68,397,465
14187,8/30/2011,3,0,8,21,0,2,1,1,0.64,0.6061,0.65,0.0896,43,180,223
14188,8/31/2011,3,0,8,5,0,3,1,1,0.54,0.5152,0.83,0.0896,2,25,27
14189,8/31/2011,3,0,8,9,0,3,1,1,0.64,0.6061,0.69,0.0896,27,217,244
14190,8/31/2011,3,0,8,21,0,3,1,1,0.66,0.6212,0.61,0.0896,27,174,201
14191,9/1/2011,3,0,9,1,0,4,1,1,0.6,0.5909,0.73,0.0896,7,14,21
14192,9/1/2011,3,0,9,2,0,4,1,1,0.58,0.5455,0.78,0.0896,14,11,25
14193,9/1/2011,3,0,9,3,0,4,1,1,0.58,0.5455,0.78,0.0896,7,7,14
14194,9/1/2011,3,0,9,4,0,4,1,1,0.56,0.5303,0.83,0.0896,0,7,7
14195,9/1/2011,3,0,9,5,0,4,1,1,0.56,0.5303,0.73,0.0896,1,22,23
14196,9/1/2011,3,0,9,13,0,4,1,2,0.72,0.6667,0.48,0.0896,50,169,219
14197,9/2/2011,3,0,9,4,0,5,1,1,0.6,0.5606,0.83,0.0896,2,2,4
14198,9/2/2011,3,0,9,21,0,5,1,2,0.64,0.6061,0.73,0.0896,28,121,149
14199,9/5/2011,3,0,9,18,1,1,0,1,0.66,0.5909,0.89,0.0896,31,92,123
14200,9/7/2011,3,0,9,7,0,3,1,3,0.6,0.5455,0.88,0.0896,3,83,86
14201,9/7/2011,3,0,9,8,0,3,1,3,0.62,0.5455,0.94,0.0896,9,319,328
14202,9/7/2011,3,0,9,20,0,3,1,3,0.64,0.5758,0.89,0.0896,3,93,96
14203,9/7/2011,3,0,9,21,0,3,1,3,0.64,0.5758,0.89,0.0896,4,34,38
14204,9/8/2011,3,0,9,4,0,4,1,2,0.62,0.5455,0.94,0.0896,0,3,3
14205,9/8/2011,3,0,9,5,0,4,1,3,0.62,0.5455,0.94,0.0896,1,13,14
14206,9/8/2011,3,0,9,22,0,4,1,3,0.62,0.5152,1,0.0896,5,65,70
14207,9/8/2011,3,0,9,23,0,4,1,3,0.62,0.5152,1,0.0896,0,26,26
14208,9/9/2011,3,0,9,13,0,5,1,1,0.7,0.6667,0.79,0.0896,14,108,122
14209,9/9/2011,3,0,9,14,0,5,1,1,0.72,0.697,0.74,0.0896,29,119,148
14210,9/9/2011,3,0,9,20,0,5,1,1,0.64,0.5606,0.94,0.0896,30,180,210
14211,9/9/2011,3,0,9,23,0,5,1,1,0.62,0.5455,0.94,0.0896,35,113,148
14212,9/10/2011,3,0,9,4,0,6,0,1,0.58,0.5455,0.94,0.0896,3,4,7
14213,9/10/2011,3,0,9,21,0,6,0,1,0.64,0.5909,0.78,0.0896,59,171,230
14214,9/11/2011,3,0,9,3,0,0,0,2,0.62,0.5909,0.78,0.0896,15,30,45
14215,9/11/2011,3,0,9,23,0,0,0,3,0.58,0.5455,0.78,0.0896,12,33,45
14216,9/12/2011,3,0,9,0,0,1,1,1,0.56,0.5303,0.88,0.0896,5,11,16
14217,9/12/2011,3,0,9,8,0,1,1,1,0.6,0.5758,0.78,0.0896,26,382,408
14218,9/12/2011,3,0,9,15,0,1,1,1,0.74,0.6667,0.48,0.0896,60,152,212
14219,9/12/2011,3,0,9,21,0,1,1,1,0.64,0.6061,0.73,0.0896,29,166,195
14220,9/13/2011,3,0,9,7,0,2,1,1,0.58,0.5455,0.83,0.0896,14,348,362
14221,9/13/2011,3,0,9,9,0,2,1,1,0.64,0.6061,0.69,0.0896,35,179,214
14222,9/14/2011,3,0,9,0,0,3,1,1,0.62,0.5909,0.78,0.0896,5,28,33
14223,9/14/2011,3,0,9,1,0,3,1,1,0.62,0.5909,0.78,0.0896,1,7,8
14224,9/14/2011,3,0,9,4,0,3,1,1,0.6,0.5606,0.83,0.0896,1,8,9
14225,9/15/2011,3,0,9,3,0,4,1,1,0.62,0.5909,0.73,0.0896,3,5,8
14226,9/16/2011,3,0,9,22,0,5,1,1,0.48,0.4697,0.67,0.0896,32,135,167
14227,9/17/2011,3,0,9,2,0,6,0,1,0.46,0.4545,0.82,0.0896,18,61,79
14228,9/18/2011,3,0,9,20,0,0,0,2,0.54,0.5152,0.68,0.0896,44,136,180
14229,9/18/2011,3,0,9,21,0,0,0,2,0.54,0.5152,0.68,0.0896,37,110,147
14230,9/18/2011,3,0,9,22,0,0,0,2,0.54,0.5152,0.68,0.0896,9,75,84
14231,9/19/2011,3,0,9,12,0,1,1,2,0.58,0.5455,0.6,0.0896,51,138,189
14232,9/21/2011,3,0,9,3,0,3,1,2,0.54,0.5152,0.94,0.0896,0,6,6
14233,9/21/2011,3,0,9,9,0,3,1,2,0.56,0.5303,1,0.0896,21,187,208
14234,9/21/2011,3,0,9,12,0,3,1,2,0.64,0.5909,0.78,0.0896,42,151,193
14235,9/21/2011,3,0,9,21,0,3,1,2,0.6,0.5,1,0.0896,25,175,200
14236,9/22/2011,3,0,9,1,0,4,1,2,0.6,0.5152,0.94,0.0896,5,6,11
14237,9/22/2011,3,0,9,3,0,4,1,2,0.6,0.5152,0.94,0.0896,5,7,12
14238,9/22/2011,3,0,9,4,0,4,1,2,0.6,0.5152,0.94,0.0896,0,2,2
14239,9/22/2011,3,0,9,17,0,4,1,2,0.66,0.6061,0.78,0.0896,50,513,563
14240,9/22/2011,3,0,9,19,0,4,1,2,0.64,0.5758,0.89,0.0896,32,388,420
14241,9/22/2011,3,0,9,21,0,4,1,2,0.64,0.5758,0.89,0.0896,27,194,221
14242,9/22/2011,3,0,9,22,0,4,1,2,0.62,0.5152,1,0.0896,21,166,187
14243,9/23/2011,4,0,9,0,0,5,1,2,0.62,0.5455,0.94,0.0896,11,41,52
14244,9/23/2011,4,0,9,6,0,5,1,2,0.62,0.5455,0.94,0.0896,5,99,104
14245,9/23/2011,4,0,9,13,0,5,1,3,0.6,0.5,1,0.0896,7,27,34
14246,9/23/2011,4,0,9,14,0,5,1,3,0.6,0.5,1,0.0896,3,21,24
14247,9/24/2011,4,0,9,0,0,6,0,1,0.58,0.5455,1,0.0896,7,86,93
14248,9/24/2011,4,0,9,1,0,6,0,2,0.58,0.5455,0.94,0.0896,18,61,79
14249,9/24/2011,4,0,9,2,0,6,0,2,0.58,0.5455,0.94,0.0896,14,54,68
14250,9/24/2011,4,0,9,8,0,6,0,2,0.58,0.5455,0.9,0.0896,19,102,121
14251,9/24/2011,4,0,9,9,0,6,0,2,0.6,0.5455,0.88,0.0896,41,134,175
14252,9/24/2011,4,0,9,10,0,6,0,2,0.6,0.5455,0.88,0.0896,90,203,293
14253,9/24/2011,4,0,9,11,0,6,0,2,0.62,0.5758,0.83,0.0896,118,268,386
14254,9/24/2011,4,0,9,12,0,6,0,2,0.62,0.5758,0.83,0.0896,141,266,407
14255,9/24/2011,4,0,9,16,0,6,0,2,0.64,0.5909,0.78,0.0896,167,282,449
14256,9/24/2011,4,0,9,21,0,6,0,1,0.62,0.5758,0.83,0.0896,66,156,222
14257,9/24/2011,4,0,9,23,0,6,0,2,0.6,0.5455,0.88,0.0896,27,123,150
14258,9/25/2011,4,0,9,5,0,0,0,1,0.6,0.5455,0.88,0.0896,1,2,3
14259,9/25/2011,4,0,9,20,0,0,0,1,0.64,0.5758,0.83,0.0896,51,135,186
14260,9/25/2011,4,0,9,21,0,0,0,1,0.62,0.5455,0.94,0.0896,24,113,137
14261,9/25/2011,4,0,9,22,0,0,0,1,0.62,0.5606,0.88,0.0896,20,84,104
14262,9/26/2011,4,0,9,4,0,1,1,2,0.62,0.5455,0.94,0.0896,2,4,6
14263,9/26/2011,4,0,9,6,0,1,1,2,0.62,0.5455,0.94,0.0896,6,107,113
14264,9/26/2011,4,0,9,19,0,1,1,1,0.66,0.6061,0.82,0.0896,36,347,383
14265,9/27/2011,4,0,9,4,0,2,1,3,0.62,0.5455,0.94,0.0896,5,3,8
14266,9/27/2011,4,0,9,5,0,2,1,3,0.62,0.5455,0.94,0.0896,0,24,24
14267,9/27/2011,4,0,9,15,0,2,1,2,0.68,0.6364,0.83,0.0896,35,170,205
14268,9/27/2011,4,0,9,22,0,2,1,1,0.6,0.5455,0.88,0.0896,19,102,121
14269,9/27/2011,4,0,9,23,0,2,1,1,0.6,0.5455,0.88,0.0896,11,82,93
14270,9/28/2011,4,0,9,3,0,3,1,2,0.6,0.5152,0.94,0.0896,0,3,3
14271,9/28/2011,4,0,9,22,0,3,1,1,0.6,0.5455,0.88,0.0896,19,68,87
14272,9/29/2011,4,0,9,6,0,4,1,2,0.6,0.5455,0.88,0.0896,5,106,111
14273,9/29/2011,4,0,9,19,0,4,1,1,0.62,0.6212,0.5,0.0896,36,348,384
14274,9/29/2011,4,0,9,20,0,4,1,1,0.6,0.6212,0.53,0.0896,39,234,273
14275,9/30/2011,4,0,9,1,0,5,1,1,0.52,0.5,0.77,0.0896,5,18,23
14276,9/30/2011,4,0,9,11,0,5,1,1,0.64,0.6212,0.57,0.0896,49,168,217
14277,10/2/2011,4,0,10,22,0,0,0,3,0.36,0.3636,0.81,0.0896,9,55,64
14278,10/2/2011,4,0,10,23,0,0,0,1,0.36,0.3636,0.81,0.0896,6,19,25
14279,10/3/2011,4,0,10,1,0,1,1,1,0.36,0.3636,0.81,0.0896,1,5,6
14280,10/3/2011,4,0,10,9,0,1,1,2,0.4,0.4091,0.66,0.0896,12,141,153
14281,10/4/2011,4,0,10,0,0,2,1,2,0.4,0.4091,0.87,0.0896,5,22,27
14282,10/4/2011,4,0,10,4,0,2,1,1,0.4,0.4091,0.82,0.0896,3,4,7
14283,10/6/2011,4,0,10,12,0,4,1,1,0.56,0.5303,0.49,0.0896,46,180,226
14284,10/6/2011,4,0,10,13,0,4,1,1,0.56,0.5303,0.46,0.0896,33,158,191
14285,10/6/2011,4,0,10,14,0,4,1,1,0.58,0.5455,0.43,0.0896,56,139,195
14286,10/6/2011,4,0,10,18,0,4,1,1,0.54,0.5152,0.64,0.0896,59,479,538
14287,10/6/2011,4,0,10,21,0,4,1,1,0.46,0.4545,0.88,0.0896,34,161,195
14288,10/6/2011,4,0,10,23,0,4,1,1,0.44,0.4394,0.88,0.0896,18,81,99
14289,10/7/2011,4,0,10,10,0,5,1,1,0.52,0.5,0.68,0.0896,48,126,174
14290,10/7/2011,4,0,10,18,0,5,1,1,0.56,0.5303,0.6,0.0896,94,371,465
14291,10/8/2011,4,0,10,7,0,6,0,1,0.42,0.4242,0.94,0.0896,27,46,73
14292,10/8/2011,4,0,10,14,0,6,0,1,0.62,0.6212,0.5,0.0896,251,214,465
14293,10/8/2011,4,0,10,16,0,6,0,1,0.64,0.6212,0.44,0.0896,221,230,451
14294,10/9/2011,4,0,10,0,0,0,0,1,0.46,0.4545,0.88,0.0896,46,83,129
14295,10/9/2011,4,0,10,10,0,0,0,1,0.56,0.5303,0.68,0.0896,155,210,365
14296,10/9/2011,4,0,10,11,0,0,0,1,0.62,0.6212,0.53,0.0896,189,234,423
14297,10/9/2011,4,0,10,12,0,0,0,1,0.64,0.6212,0.44,0.0896,212,243,455
14298,10/9/2011,4,0,10,13,0,0,0,1,0.66,0.6212,0.44,0.0896,225,193,418
14299,10/9/2011,4,0,10,19,0,0,0,1,0.56,0.5303,0.73,0.0896,116,186,302
14300,10/10/2011,4,0,10,11,1,1,0,1,0.62,0.6061,0.69,0.0896,139,183,322
14301,10/10/2011,4,0,10,12,1,1,0,2,0.7,0.6515,0.48,0.0896,164,201,365
14302,10/10/2011,4,0,10,16,1,1,0,2,0.7,0.6364,0.45,0.0896,154,248,402
14303,10/10/2011,4,0,10,19,1,1,0,2,0.58,0.5455,0.78,0.0896,69,267,336
14304,10/10/2011,4,0,10,21,1,1,0,1,0.56,0.5303,0.88,0.0896,27,148,175
14305,10/10/2011,4,0,10,22,1,1,0,1,0.56,0.5303,0.88,0.0896,22,104,126
14306,10/11/2011,4,0,10,1,0,2,1,2,0.52,0.5,0.94,0.0896,2,9,11
14307,10/11/2011,4,0,10,6,0,2,1,1,0.52,0.5,0.83,0.0896,9,114,123
14308,10/11/2011,4,0,10,7,0,2,1,2,0.52,0.5,0.88,0.0896,19,333,352
14309,10/12/2011,4,0,10,22,0,3,1,3,0.54,0.5152,0.94,0.0896,3,40,43
14310,10/12/2011,4,0,10,23,0,3,1,3,0.54,0.5152,0.94,0.0896,13,41,54
14311,10/13/2011,4,0,10,6,0,4,1,3,0.54,0.5152,1,0.0896,1,51,52
14312,10/13/2011,4,0,10,8,0,4,1,3,0.54,0.5152,1,0.0896,10,199,209
14313,10/14/2011,4,0,10,0,0,5,1,1,0.58,0.5455,0.94,0.0896,10,29,39
14314,10/17/2011,4,0,10,12,0,1,1,1,0.56,0.5303,0.4,0.0896,39,166,205
14315,10/17/2011,4,0,10,13,0,1,1,1,0.56,0.5303,0.46,0.0896,49,156,205
14316,10/18/2011,4,0,10,2,0,2,1,1,0.44,0.4394,0.94,0.0896,1,4,5
14317,10/18/2011,4,0,10,3,0,2,1,1,0.44,0.4394,0.94,0.0896,0,1,1
14318,10/18/2011,4,0,10,6,0,2,1,1,0.46,0.4545,0.82,0.0896,4,105,109
14319,10/18/2011,4,0,10,7,0,2,1,1,0.46,0.4545,0.88,0.0896,15,326,341
14320,10/18/2011,4,0,10,8,0,2,1,1,0.5,0.4848,0.77,0.0896,25,474,499
14321,10/18/2011,4,0,10,9,0,2,1,2,0.52,0.5,0.77,0.0896,29,198,227
14322,10/18/2011,4,0,10,12,0,2,1,2,0.62,0.6212,0.43,0.0896,42,159,201
14323,10/19/2011,4,0,10,20,0,3,1,3,0.6,0.5152,0.94,0.0896,5,140,145
14324,10/22/2011,4,0,10,4,0,6,0,1,0.38,0.3939,0.66,0.0896,4,4,8
14325,10/22/2011,4,0,10,9,0,6,0,1,0.42,0.4242,0.67,0.0896,47,122,169
14326,10/22/2011,4,0,10,12,0,6,0,1,0.46,0.4545,0.55,0.0896,132,211,343
14327,10/22/2011,4,0,10,18,0,6,0,1,0.44,0.4394,0.54,0.0896,111,224,335
14328,10/23/2011,4,0,10,2,0,0,0,1,0.34,0.3485,0.87,0.0896,10,40,50
14329,10/23/2011,4,0,10,7,0,0,0,1,0.34,0.3485,0.87,0.0896,3,18,21
14330,10/23/2011,4,0,10,10,0,0,0,1,0.42,0.4242,0.71,0.0896,104,185,289
14331,10/23/2011,4,0,10,20,0,0,0,1,0.44,0.4394,0.72,0.0896,32,112,144
14332,10/23/2011,4,0,10,21,0,0,0,1,0.44,0.4394,0.72,0.0896,24,75,99
14333,10/24/2011,4,0,10,3,0,1,1,1,0.4,0.4091,0.82,0.0896,1,3,4
14334,10/24/2011,4,0,10,18,0,1,1,1,0.54,0.5152,0.6,0.0896,58,428,486
14335,10/24/2011,4,0,10,23,0,1,1,1,0.46,0.4545,0.77,0.0896,9,50,59
14336,10/26/2011,4,0,10,16,0,3,1,2,0.52,0.5,0.77,0.0896,17,196,213
14337,10/26/2011,4,0,10,22,0,3,1,2,0.48,0.4697,0.88,0.0896,23,112,135
14338,10/26/2011,4,0,10,23,0,3,1,2,0.48,0.4697,0.88,0.0896,3,72,75
14339,10/27/2011,4,0,10,5,0,4,1,3,0.48,0.4697,0.88,0.0896,1,14,15
14340,10/27/2011,4,0,10,7,0,4,1,2,0.46,0.4545,0.94,0.0896,9,128,137
14341,10/30/2011,4,0,10,10,0,0,0,1,0.32,0.3333,0.61,0.0896,53,125,178
14342,10/31/2011,4,0,10,18,0,1,1,1,0.4,0.4091,0.66,0.0896,30,392,422
14343,10/31/2011,4,0,10,19,0,1,1,1,0.4,0.4091,0.66,0.0896,12,226,238
14344,10/31/2011,4,0,10,20,0,1,1,1,0.4,0.4091,0.66,0.0896,18,154,172
14345,11/1/2011,4,0,11,12,0,2,1,1,0.5,0.4848,0.48,0.0896,23,153,176
14346,11/1/2011,4,0,11,19,0,2,1,1,0.42,0.4242,0.58,0.0896,39,274,313
14347,11/2/2011,4,0,11,10,0,3,1,1,0.4,0.4091,0.71,0.0896,25,108,133
14348,11/2/2011,4,0,11,23,0,3,1,1,0.36,0.3636,0.76,0.0896,3,54,57
14349,11/3/2011,4,0,11,0,0,4,1,1,0.36,0.3636,0.76,0.0896,3,28,31
14350,11/3/2011,4,0,11,4,0,4,1,1,0.32,0.3333,0.81,0.0896,1,3,4
14351,11/3/2011,4,0,11,7,0,4,1,2,0.32,0.3333,0.81,0.0896,12,280,292
14352,11/3/2011,4,0,11,8,0,4,1,2,0.34,0.3485,0.81,0.0896,8,394,402
14353,11/3/2011,4,0,11,17,0,4,1,1,0.48,0.4697,0.55,0.0896,33,465,498
14354,11/3/2011,4,0,11,19,0,4,1,1,0.44,0.4394,0.67,0.0896,18,234,252
14355,11/3/2011,4,0,11,23,0,4,1,1,0.4,0.4091,0.82,0.0896,15,80,95
14356,11/4/2011,4,0,11,4,0,5,1,2,0.38,0.3939,0.87,0.0896,1,6,7
14357,11/4/2011,4,0,11,6,0,5,1,2,0.38,0.3939,0.87,0.0896,2,64,66
14358,11/5/2011,4,0,11,18,0,6,0,1,0.36,0.3636,0.5,0.0896,52,185,237
14359,11/6/2011,4,0,11,6,0,0,0,1,0.26,0.2879,0.81,0.0896,5,11,16
14360,11/6/2011,4,0,11,8,0,0,0,2,0.28,0.303,0.87,0.0896,19,71,90
14361,11/6/2011,4,0,11,9,0,0,0,2,0.3,0.3182,0.75,0.0896,36,134,170
14362,11/6/2011,4,0,11,10,0,0,0,1,0.36,0.3636,0.66,0.0896,76,186,262
14363,11/6/2011,4,0,11,11,0,0,0,1,0.42,0.4242,0.58,0.0896,104,216,320
14364,11/6/2011,4,0,11,21,0,0,0,1,0.36,0.3636,0.81,0.0896,11,77,88
14365,11/6/2011,4,0,11,23,0,0,0,1,0.34,0.3485,0.87,0.0896,7,43,50
14366,11/7/2011,4,0,11,8,0,1,1,2,0.3,0.3182,1,0.0896,13,397,410
14367,11/7/2011,4,0,11,13,0,1,1,1,0.54,0.5152,0.49,0.0896,32,157,189
14368,11/7/2011,4,0,11,22,0,1,1,1,0.36,0.3636,0.81,0.0896,6,102,108
14369,11/7/2011,4,0,11,23,0,1,1,1,0.36,0.3636,0.87,0.0896,1,47,48
14370,11/8/2011,4,0,11,0,0,2,1,1,0.34,0.3485,0.87,0.0896,0,18,18
14371,11/8/2011,4,0,11,5,0,2,1,1,0.3,0.3182,0.87,0.0896,1,17,18
14372,11/8/2011,4,0,11,10,0,2,1,1,0.42,0.4242,0.71,0.0896,25,104,129
14373,11/10/2011,4,0,11,3,0,4,1,1,0.38,0.3939,0.94,0.0896,0,11,11
14374,11/10/2011,4,0,11,4,0,4,1,1,0.38,0.3939,0.94,0.0896,1,2,3
14375,11/10/2011,4,0,11,8,0,4,1,2,0.4,0.4091,0.94,0.0896,18,418,436
14376,11/11/2011,4,0,11,23,1,5,0,1,0.3,0.3182,0.45,0.0896,6,67,73
14377,11/12/2011,4,0,11,2,0,6,0,1,0.24,0.2576,0.65,0.0896,7,39,46
14378,11/12/2011,4,0,11,5,0,6,0,1,0.22,0.2576,0.75,0.0896,1,3,4
14379,11/13/2011,4,0,11,8,0,0,0,1,0.34,0.3485,0.66,0.0896,24,55,79
14380,11/15/2011,4,0,11,6,0,2,1,2,0.56,0.5303,0.64,0.0896,4,104,108
14381,11/15/2011,4,0,11,9,0,2,1,2,0.56,0.5303,0.64,0.0896,26,174,200
14382,11/15/2011,4,0,11,21,0,2,1,2,0.5,0.4848,0.77,0.0896,23,145,168
14383,11/16/2011,4,0,11,1,0,3,1,3,0.46,0.4545,0.94,0.0896,0,5,5
14384,11/16/2011,4,0,11,6,0,3,1,2,0.46,0.4545,0.94,0.0896,4,52,56
14385,11/16/2011,4,0,11,11,0,3,1,3,0.46,0.4545,0.94,0.0896,7,53,60
14386,11/18/2011,4,0,11,6,0,5,1,1,0.22,0.2576,0.44,0.0896,1,70,71
14387,11/20/2011,4,0,11,21,0,0,0,2,0.48,0.4697,0.77,0.0896,11,94,105
14388,11/20/2011,4,0,11,22,0,0,0,3,0.46,0.4545,0.88,0.0896,5,35,40
14389,11/20/2011,4,0,11,23,0,0,0,3,0.46,0.4545,0.88,0.0896,3,25,28
14390,11/22/2011,4,0,11,12,0,2,1,3,0.4,0.4091,1,0.0896,3,18,21
14391,11/22/2011,4,0,11,13,0,2,1,3,0.42,0.4242,1,0.0896,4,22,26
14392,11/22/2011,4,0,11,14,0,2,1,3,0.42,0.4242,1,0.0896,4,31,35
14393,11/22/2011,4,0,11,17,0,2,1,3,0.44,0.4394,1,0.0896,4,161,165
14394,11/23/2011,4,0,11,7,0,3,1,2,0.46,0.4545,1,0.0896,2,154,156
14395,11/24/2011,4,0,11,4,1,4,0,1,0.3,0.3182,0.61,0.0896,1,1,2
14396,11/24/2011,4,0,11,6,1,4,0,1,0.3,0.3182,0.61,0.0896,1,5,6
14397,11/24/2011,4,0,11,8,1,4,0,1,0.3,0.3182,0.65,0.0896,4,42,46
14398,11/24/2011,4,0,11,18,1,4,0,1,0.42,0.4242,0.5,0.0896,13,24,37
14399,11/25/2011,4,0,11,18,0,5,1,1,0.46,0.4545,0.44,0.0896,45,108,153
14400,11/25/2011,4,0,11,20,0,5,1,1,0.4,0.4091,0.58,0.0896,19,76,95
